0	72	4.0
1	24	1.0
2	26	1.0
3	6	1.0
4	54	1.0
4	78	2.0
5	8	1.0
5	66	2.0
6	14	1.0
6	48	1.0
7	8	2.0
7	37	1.0
7	68	3.0
8	63	1.0
9	51	1.0
9	67	1.0
9	75	1.0
9	81	3.0
10	62	5.0
11	53	2.0
12	65	3.0
12	72	1.0
13	66	3.0
13	80	1.0
14	54	1.0
15	25	2.0
15	54	1.0
16	25	2.0
16	32	3.0
17	27	1.0
18	38	1.0
19	70	3.0
20	84	3.0
21	64	2.0
22	57	1.0
22	67	2.0
22	72	2.0
23	78	2.0
24	45	1.0
26	34	2.0
26	41	1.0
26	49	6.0
26	73	2.0
27	68	3.0
28	46	5.0
29	68	2.0
29	83	3.0
30	53	2.0
30	71	2.0
30	76	1.0
31	42	1.0
33	46	1.0
33	84	1.0
35	61	2.0
36	71	4.0
38	41	3.0
39	44	1.0
40	44	1.0
42	63	1.0
43	52	3.0
44	76	2.0
44	79	2.0
45	61	2.0
45	75	1.0
46	52	2.0
47	60	3.0
50	56	4.0
53	56	1.0
53	77	2.0
54	62	1.0
55	58	1.0
58	62	2.0
59	72	3.0
60	70	1.0
62	75	1.0
63	70	1.0
63	74	1.0
63	82	2.0
64	83	4.0
66	67	2.0
69	73	1.0
69	82	1.0
75	77	1.0
82	84	1.0
