51	44	7
51	83	24
51	29	65
83	74	45
51	7	29
74	81	5
7	39	18
44	80	8
83	70	7
7	4	20
29	18	3
81	53	12
39	68	7
53	0	2
83	5	5
74	77	3
68	20	4
74	64	3
29	78	3
44	8	5
4	82	4
77	75	6
20	11	2
4	1	3
80	55	5
77	42	7
7	48	2
48	50	8
29	57	1
81	38	3
82	56	2
82	60	6
29	33	5
42	47	14
7	9	2
48	54	3
38	43	1
53	37	4
33	41	1
47	12	2
12	14	7
1	63	1
12	36	2
64	69	2
57	21	1
14	24	1
50	58	3
77	40	2
20	19	2
58	32	2
77	61	1
24	34	3
80	84	1
47	79	2
4	49	4
21	22	2
84	3	1
44	15	4
43	62	2
40	73	2
74	46	1
9	52	1
36	72	1
81	25	1
58	35	1
58	27	1
29	30	4
51	59	1
18	23	1
72	26	1
73	2	3
19	65	1
77	28	4
65	17	1
65	71	2
43	31	3
64	67	1
9	10	2
14	13	1
79	45	3
45	6	1
0	76	3
43	16	1
37	66	1
