55	18	3
55	25	13
55	1	2
69	68	3
2	1	5
2	63	1
2	71	1
18	41	3
18	16	1
12	74	2
12	13	4
76	60	3
76	68	1
25	73	1
25	60	2
25	32	1
10	78	3
10	30	1
59	29	2
59	72	1
73	50	2
73	74	1
63	0	6
4	32	1
4	77	15
4	24	2
75	42	2
48	7	5
48	52	1
48	81	1
78	32	3
78	79	1
37	23	4
37	64	5
37	66	1
54	7	2
40	13	4
40	33	3
64	44	2
64	5	1
33	19	4
33	45	2
31	23	3
31	47	1
52	49	3
0	53	3
0	82	3
0	7	1
30	56	2
60	43	2
60	51	5
77	58	1
53	9	1
46	79	4
47	20	3
47	39	4
26	67	3
26	27	1
65	68	3
22	35	3
35	7	2
28	71	2
28	57	1
3	9	3
17	6	2
24	42	2
24	61	5
21	58	3
80	81	1
42	14	2
8	62	1
8	70	4
84	7	3
84	38	5
11	57	3
11	36	3
11	6	1
15	81	1
83	57	2
23	71	2
23	70	1
29	71	2
58	67	1
34	70	1
