55	69	98
69	68	8
68	0	19
68	44	6
0	41	18
68	83	14
41	3	6
3	54	10
69	9	8
68	30	17
3	33	8
30	76	1
83	17	3
0	57	15
9	8	2
55	80	8
41	26	1
9	75	1
54	4	1
4	78	2
33	20	5
78	12	3
75	19	16
33	84	1
9	81	3
75	77	1
30	47	5
54	21	10
26	61	7
12	42	4
68	52	4
33	46	1
12	59	3
75	45	1
47	25	12
19	31	6
26	34	2
41	38	3
3	6	1
30	71	2
30	53	2
77	10	9
6	48	1
54	15	1
45	24	1
57	22	1
8	5	1
54	14	1
26	2	1
69	73	1
52	43	3
53	11	2
8	7	2
26	49	6
11	74	4
46	28	5
55	58	1
61	35	2
44	40	1
9	60	2
9	51	1
25	16	2
58	32	3
24	1	1
17	27	1
38	18	1
68	29	2
9	67	1
71	36	4
7	37	1
8	63	1
78	23	2
69	82	1
12	72	1
12	65	3
54	62	1
5	66	2
80	13	1
44	79	2
74	50	4
21	64	2
44	39	1
53	56	1
60	70	1
