0	3	2.0
1	43	1.0
2	13	1.0
3	21	2.0
3	26	1.0
3	31	3.0
4	15	2.0
4	18	2.0
4	43	3.0
5	20	3.0
5	24	3.0
6	32	2.0
6	53	3.0
7	16	2.0
8	25	2.0
8	26	2.0
8	50	4.0
8	53	1.0
9	13	3.0
9	46	3.0
10	17	4.0
10	25	3.0
10	29	2.0
10	34	1.0
10	37	3.0
11	27	1.0
11	54	2.0
12	24	1.0
14	27	1.0
14	45	3.0
16	27	2.0
16	57	2.0
17	23	1.0
19	24	2.0
20	25	3.0
22	26	1.0
26	59	3.0
27	33	2.0
27	43	1.0
27	53	1.0
27	58	3.0
28	57	1.0
29	36	1.0
30	46	3.0
35	36	3.0
37	47	1.0
38	50	2.0
39	40	2.0
39	41	3.0
39	51	2.0
40	55	3.0
42	55	4.0
44	59	5.0
45	49	4.0
46	51	1.0
48	59	2.0
50	51	3.0
52	58	2.0
56	58	1.0
