233	99	7
233	135	6
233	172	2
233	240	1
233	168	1
233	170	2
179	130	3
179	204	1
99	147	1
99	246	2
99	65	1
99	144	1
99	136	2
194	50	2
194	41	3
157	161	2
157	110	2
157	32	1
135	29	2
135	94	1
135	30	1
135	191	1
135	62	1
135	14	1
159	220	2
159	51	1
159	17	1
159	245	1
130	65	1
130	68	1
130	28	1
76	23	2
153	165	2
153	208	1
153	60	2
153	202	1
13	167	2
13	249	2
13	140	2
13	164	1
237	240	3
237	6	1
237	127	1
172	239	1
172	26	1
172	223	1
29	221	2
29	220	1
189	247	2
189	104	1
189	160	1
27	83	2
27	178	1
27	73	1
27	211	1
27	80	1
27	192	1
187	90	2
187	91	2
187	166	1
57	52	1
57	12	1
57	70	1
108	239	1
108	145	1
108	97	1
94	90	1
94	48	1
94	224	1
94	1	1
242	137	2
242	23	1
242	42	1
24	90	1
24	66	1
24	112	1
230	6	2
230	167	1
230	158	1
125	68	1
125	109	2
125	156	1
161	14	1
161	218	1
161	47	1
161	79	1
58	218	1
58	151	1
123	39	2
123	235	1
91	20	1
221	206	1
221	36	1
221	4	1
221	18	1
221	39	1
120	147	2
120	50	1
120	193	2
152	63	2
152	222	1
152	137	1
152	197	1
152	69	1
3	238	2
3	81	1
106	160	1
106	113	1
201	109	2
201	121	2
75	51	1
204	142	1
204	213	1
204	71	1
121	231	1
38	18	2
124	222	1
124	238	1
124	49	1
109	8	1
198	89	2
198	139	1
198	182	1
198	33	1
198	138	1
234	12	1
96	51	1
96	173	1
199	203	2
199	225	1
199	92	1
104	44	1
104	55	1
246	183	1
103	127	1
103	150	1
111	44	1
115	39	2
115	129	1
147	63	1
147	78	1
147	5	1
239	7	1
119	36	1
119	209	1
119	148	1
119	177	1
40	208	1
243	42	1
8	216	1
8	163	1
218	185	1
218	143	1
218	22	1
218	128	1
218	165	1
140	101	1
44	155	1
44	86	2
44	45	1
44	196	2
142	117	1
142	141	1
30	210	3
145	205	1
145	35	1
145	46	1
77	182	1
77	43	1
77	16	1
77	184	1
228	114	2
228	203	1
149	79	3
133	163	1
186	173	2
186	72	1
186	232	1
6	19	1
54	222	1
215	28	1
215	146	1
81	200	1
81	171	1
4	181	1
4	195	1
4	114	1
214	32	1
216	188	1
216	10	1
51	61	1
240	11	1
240	87	1
190	151	2
229	178	3
52	90	1
52	95	1
84	112	1
7	37	1
7	244	1
7	59	1
7	212	2
131	59	1
131	207	2
93	151	1
64	90	1
64	219	1
67	212	1
67	126	1
178	176	1
118	39	1
88	19	2
248	173	1
203	241	2
203	15	1
203	2	1
78	34	1
32	89	1
53	160	1
53	226	1
31	160	1
39	122	1
241	102	2
162	150	1
90	227	1
90	9	1
21	22	1
185	100	1
238	217	1
238	180	1
98	101	1
25	66	1
25	134	1
224	174	1
154	213	1
0	11	1
74	219	1
236	80	1
175	101	1
175	169	1
85	101	1
85	116	1
105	28	1
107	62	1
82	69	1
210	83	1
247	137	1
144	132	1
56	195	1
