118	82	75
118	117	7
82	135	2
82	92	1
195	111	28
195	142	2
24	92	3
24	107	5
24	69	3
24	140	1
24	151	1
24	61	2
24	196	1
34	25	2
34	102	1
107	91	1
107	99	1
107	176	1
107	0	2
142	45	2
142	35	1
117	14	9
117	111	1
117	12	1
117	88	3
64	92	6
64	73	4
64	126	2
64	100	1
14	169	2
14	46	1
14	134	1
14	25	1
14	95	1
14	96	1
21	176	1
21	74	1
21	52	1
21	43	1
91	32	1
91	182	1
66	92	1
66	175	1
66	164	2
66	154	2
66	132	1
66	2	2
66	131	1
66	49	1
81	2	2
81	192	1
81	38	1
81	70	1
69	40	1
69	177	1
97	12	1
97	57	2
169	114	1
41	175	1
185	135	2
185	200	3
185	138	1
68	151	1
68	72	2
68	9	3
68	98	2
68	159	3
68	18	1
72	30	1
179	3	2
179	20	1
175	93	1
175	104	1
175	50	2
175	162	2
175	51	1
192	121	1
129	12	1
129	146	1
39	111	1
39	76	1
39	65	1
39	28	2
40	109	1
40	180	1
40	22	2
40	133	1
40	181	1
45	143	1
45	115	1
73	79	2
90	100	1
90	101	1
90	75	2
90	173	2
58	92	1
58	165	1
58	94	1
37	196	3
37	103	1
37	160	2
37	186	2
183	50	2
183	78	1
98	161	1
98	23	1
98	116	1
159	87	1
159	85	1
76	119	2
193	93	4
193	190	1
171	18	1
151	29	1
200	166	1
86	51	2
86	113	1
110	35	1
191	134	1
191	147	1
87	163	1
1	78	1
141	132	2
141	170	1
62	170	2
62	89	1
29	3	1
16	3	2
16	83	2
16	139	1
177	26	2
13	70	1
197	114	1
197	122	1
153	184	2
126	187	1
126	120	1
126	199	1
180	178	2
180	125	1
187	10	1
3	105	2
3	198	1
93	130	1
22	149	1
194	122	1
130	189	1
101	4	1
157	182	1
144	136	2
166	17	1
102	156	3
113	137	1
190	145	1
112	134	1
112	77	1
50	27	4
63	134	1
63	174	1
63	54	1
124	65	3
124	55	1
56	43	2
80	120	2
80	150	1
8	65	1
8	48	1
134	127	1
79	60	1
65	158	1
154	5	1
123	182	1
61	108	1
35	148	1
170	71	1
178	155	1
11	121	1
158	172	1
167	196	1
188	120	1
28	184	1
44	108	1
44	84	1
31	51	1
105	67	1
105	42	1
181	128	1
143	59	1
168	0	2
15	55	1
95	19	1
95	7	1
19	136	1
10	33	1
198	106	1
36	84	1
53	38	1
33	152	1
199	6	1
47	108	1
