0	50	2.0
0	51	2.0
0	74	2.0
1	44	3.0
1	53	1.0
1	70	2.0
2	78	1.0
3	68	3.0
4	23	1.0
4	32	2.0
4	56	2.0
5	43	3.0
6	57	1.0
7	68	1.0
8	33	1.0
8	66	4.0
8	75	1.0
9	52	6.0
10	16	3.0
10	44	3.0
10	76	4.0
11	22	3.0
12	16	2.0
12	46	1.0
13	35	1.0
14	34	2.0
14	45	1.0
15	16	2.0
15	23	1.0
15	35	1.0
17	51	3.0
17	54	2.0
18	24	1.0
18	65	1.0
18	78	2.0
19	36	2.0
19	60	8.0
20	35	2.0
21	62	5.0
22	30	1.0
22	41	3.0
22	71	3.0
23	57	1.0
24	40	1.0
24	67	2.0
25	30	3.0
25	31	3.0
26	28	3.0
26	79	3.0
27	43	4.0
28	58	1.0
28	67	2.0
29	77	4.0
30	40	1.0
34	72	1.0
36	64	2.0
36	69	1.0
37	45	1.0
37	70	1.0
38	78	3.0
39	51	2.0
40	47	3.0
42	45	2.0
43	54	2.0
44	78	3.0
46	55	3.0
46	59	1.0
48	62	1.0
48	67	2.0
49	64	4.0
51	65	1.0
52	55	2.0
56	61	1.0
59	63	1.0
59	73	1.0
65	68	3.0
65	75	2.0
69	75	2.0
69	77	4.0
