24	2	73
2	47	30
24	56	11
56	38	17
38	46	10
38	64	22
46	59	7
47	3	9
47	34	4
56	36	2
24	57	19
57	21	16
46	1	6
21	18	2
21	5	2
24	51	3
1	40	1
59	14	6
36	6	4
40	58	1
6	10	12
56	8	1
59	44	3
10	53	3
2	54	10
40	62	6
36	16	8
56	29	6
46	11	7
38	61	11
2	0	2
2	39	8
14	33	2
16	55	1
57	7	1
34	12	3
5	25	7
38	26	5
11	50	3
54	63	3
21	43	2
0	49	1
47	17	10
34	9	4
3	23	1
33	48	4
44	30	4
18	20	7
6	60	2
8	22	2
63	35	5
5	15	1
49	31	2
34	4	2
26	52	3
58	32	1
18	27	1
59	42	5
58	19	4
16	13	2
57	41	2
54	37	4
2	28	1
47	45	1
