8	22	1
8	67	2
29	12	5
46	27	1
46	59	4
46	64	1
46	56	2
33	44	6
74	71	8
0	73	3
0	51	1
27	30	5
27	40	3
27	21	1
27	36	3
27	11	4
28	1	1
26	37	3
66	32	7
69	61	3
69	20	2
15	50	5
72	31	5
54	36	3
54	14	3
54	24	4
30	35	2
30	73	3
30	57	3
7	13	1
5	45	3
63	62	2
40	17	1
40	31	1
40	53	1
45	10	2
41	56	3
41	68	1
41	9	4
47	58	8
32	36	1
32	60	1
34	53	2
4	19	3
4	37	2
65	17	4
39	22	3
39	18	2
39	23	2
25	51	1
44	53	2
12	73	1
12	19	1
12	71	3
18	3	2
18	55	3
6	53	2
6	43	2
22	53	2
22	50	1
52	53	3
2	49	2
16	10	3
24	70	1
36	10	1
13	60	3
13	49	4
38	10	4
1	53	3
70	48	1
64	42	2
57	62	2
57	58	1
62	61	1
