42	25	63
42	61	57
42	6	20
42	53	12
25	32	11
25	60	7
25	55	7
25	39	10
61	49	2
32	28	1
32	15	1
32	11	1
32	30	4
60	14	1
60	17	1
60	50	1
6	24	5
49	57	1
49	7	3
28	35	1
28	33	5
28	38	2
28	54	1
28	9	2
40	8	2
21	64	6
57	36	2
56	52	3
31	10	4
1	37	3
26	4	1
37	50	2
55	51	3
39	47	2
39	4	2
20	46	3
41	5	3
2	27	1
2	29	4
46	10	5
46	50	2
46	16	1
62	14	1
62	12	2
44	22	1
45	64	3
45	51	4
3	14	5
22	58	3
22	50	1
38	18	1
34	18	6
47	27	1
43	29	6
16	23	1
15	52	1
19	5	2
19	59	3
8	52	1
13	48	1
13	30	4
63	51	1
5	48	2
0	4	4
