8	6	16
8	70	5
8	15	2
8	42	3
39	38	1
70	62	1
70	17	1
70	49	5
70	1	1
18	47	3
18	59	4
18	12	1
37	62	6
72	27	1
65	25	3
63	64	6
63	29	1
63	24	1
63	35	2
63	32	1
59	16	1
59	27	2
40	15	2
43	32	2
2	56	3
2	48	1
22	45	7
22	74	1
23	5	1
23	62	1
62	3	3
62	4	1
67	27	4
6	45	2
6	64	1
6	47	5
6	53	1
73	58	1
68	64	1
68	54	1
68	14	3
20	10	5
11	7	3
28	5	3
16	26	2
16	55	4
60	42	2
60	52	3
60	10	3
60	56	3
0	53	1
0	58	1
46	57	7
26	44	3
19	35	3
25	54	7
25	61	1
53	33	1
38	1	4
4	71	3
71	69	3
5	57	1
5	51	3
31	27	6
31	9	5
7	29	1
7	34	1
66	1	5
41	1	7
50	21	3
36	51	3
13	58	1
30	42	1
56	21	3
