78	53	10
78	14	1
53	18	14
53	22	21
53	83	42
53	35	1
53	75	4
53	12	2
53	50	1
22	65	2
22	40	3
22	84	1
14	55	2
14	24	2
83	74	2
47	2	3
47	60	2
47	36	1
60	71	1
60	52	2
60	57	2
4	42	1
4	48	2
4	21	3
4	66	5
4	35	1
68	10	2
68	58	2
77	40	1
77	54	2
35	61	4
26	73	2
11	61	1
59	33	1
8	20	6
66	49	2
69	27	2
69	6	2
69	20	1
46	43	8
61	10	1
61	62	1
32	7	1
70	82	1
67	9	1
67	17	2
67	56	1
39	64	1
39	23	1
38	79	2
45	12	2
45	31	5
45	19	5
73	0	1
63	52	2
7	25	2
81	56	1
81	1	1
9	84	3
9	28	3
37	82	1
37	25	2
37	5	2
37	3	2
29	3	2
5	0	1
5	30	1
41	28	1
41	79	1
41	80	3
13	54	2
3	76	2
3	24	2
30	43	3
34	24	1
33	74	1
49	51	1
71	15	7
71	44	2
71	72	4
64	58	1
44	74	2
50	16	2
20	10	4
