44	84	37
44	35	17
44	16	29
44	64	2
84	38	5
35	22	3
35	6	2
35	48	3
48	81	1
48	52	1
2	63	1
2	71	1
76	68	1
76	60	3
79	14	3
79	78	1
79	46	4
63	81	5
10	78	3
10	30	1
53	15	3
53	0	3
53	9	1
4	24	2
4	60	2
16	18	1
52	70	1
52	49	3
52	29	2
58	21	3
58	77	1
58	67	1
54	7	2
65	68	3
68	69	3
47	57	2
47	20	3
47	39	4
47	31	1
56	45	4
25	73	1
25	32	1
55	1	2
74	73	1
74	12	2
13	70	2
72	59	1
57	28	1
57	83	2
57	11	3
50	73	2
8	70	4
8	62	1
60	51	5
60	14	4
60	43	2
29	59	2
66	37	1
80	81	1
33	45	2
33	19	4
33	40	3
42	14	2
42	75	2
36	11	3
6	17	2
6	11	1
0	82	3
0	7	1
14	27	2
27	18	2
27	26	1
41	18	3
81	15	1
61	24	5
64	5	1
9	3	3
67	59	3
5	40	2
28	37	5
1	70	2
70	34	1
70	23	1
40	12	5
