53	54	24
53	10	3
17	30	4
56	45	12
56	36	2
56	8	1
56	29	6
0	31	9
0	2	2
0	49	1
54	43	20
54	48	10
54	37	4
54	63	3
52	39	4
52	26	3
16	27	3
16	55	1
16	13	2
43	58	8
43	21	2
43	61	2
44	32	1
44	30	4
44	59	3
44	50	5
57	31	3
57	7	1
57	41	2
2	28	1
15	31	3
15	5	1
25	63	5
48	33	4
48	20	5
23	61	3
23	12	2
23	3	1
33	39	3
33	14	2
35	63	5
35	31	2
34	31	3
34	4	2
58	19	4
58	40	1
58	32	1
62	7	4
6	60	2
46	27	2
21	18	2
63	45	1
51	24	3
51	29	6
26	38	5
9	60	3
40	1	1
40	64	4
8	22	2
45	60	2
45	47	1
59	42	5
18	27	1
50	11	3
