59	40	97
59	27	2
59	12	9
59	16	1
40	53	6
40	15	2
41	1	7
27	72	1
36	51	3
60	56	3
60	42	2
60	52	3
64	63	6
64	68	1
64	6	1
4	71	3
4	62	1
4	33	1
53	0	1
53	33	1
51	26	3
51	44	3
26	16	2
26	10	3
12	63	3
12	18	1
50	21	3
48	21	3
48	2	1
17	70	1
21	56	3
7	29	1
7	34	1
7	11	3
23	5	1
42	30	1
70	62	1
70	49	5
69	71	3
1	33	1
1	66	5
61	68	3
61	25	1
63	35	2
63	32	1
63	24	1
63	29	1
22	74	1
3	13	3
8	15	2
16	55	4
45	6	2
47	18	3
0	65	3
0	58	1
56	72	3
43	32	2
43	39	4
57	35	3
57	5	1
57	46	7
10	20	5
34	67	4
35	19	3
5	28	3
54	68	1
73	58	1
68	14	3
38	39	1
74	13	1
58	13	1
9	31	5
31	44	4
37	62	6
