33	8	1
33	48	2
33	69	1
33	27	2
33	47	1
33	68	1
44	29	2
19	61	2
19	35	1
19	32	2
19	34	2
14	51	2
61	26	3
61	40	4
61	65	1
61	43	3
46	27	2
46	11	2
21	62	1
0	1	1
0	50	2
64	34	1
17	50	5
16	1	1
16	8	2
50	13	1
41	26	1
41	24	3
35	6	1
1	26	1
1	15	1
45	25	2
40	28	3
25	30	2
25	60	1
25	12	4
25	9	4
57	4	2
37	15	2
2	43	2
2	22	1
38	8	2
38	18	2
38	59	2
38	54	3
38	30	2
62	22	1
62	10	1
67	53	3
58	36	1
36	18	3
42	63	1
56	55	6
56	7	1
56	6	2
4	43	2
48	20	1
48	31	2
48	39	4
48	51	5
26	63	5
26	66	5
15	3	2
8	49	2
8	53	2
18	29	2
5	34	1
23	52	2
52	34	1
