0	24	1.0
0	57	1.0
0	80	1.0
1	12	1.0
1	48	1.0
1	56	2.0
1	59	1.0
2	71	3.0
3	82	3.0
4	15	2.0
4	18	2.0
4	79	3.0
5	51	2.0
5	70	1.0
6	41	1.0
7	31	2.0
7	40	3.0
7	71	3.0
7	73	3.0
8	39	2.0
8	53	2.0
8	61	2.0
9	10	1.0
9	69	2.0
10	84	2.0
11	40	2.0
13	23	1.0
14	80	1.0
15	64	2.0
16	57	3.0
16	81	2.0
17	23	2.0
18	43	1.0
18	56	1.0
18	77	2.0
19	45	1.0
20	48	3.0
21	43	1.0
21	65	1.0
22	23	1.0
22	34	2.0
22	81	1.0
25	72	1.0
26	36	3.0
26	63	5.0
27	61	2.0
28	35	2.0
28	37	2.0
28	78	7.0
29	68	3.0
30	66	1.0
32	72	1.0
33	41	3.0
35	47	1.0
35	61	3.0
35	64	3.0
35	70	1.0
36	38	5.0
36	46	1.0
36	49	3.0
36	54	1.0
36	83	2.0
37	46	3.0
40	62	2.0
40	67	2.0
41	70	2.0
42	52	2.0
44	46	1.0
44	74	1.0
45	47	2.0
45	60	1.0
47	82	2.0
50	56	2.0
52	77	3.0
53	75	2.0
55	70	2.0
58	60	1.0
58	72	1.0
61	76	2.0
61	84	2.0
64	80	2.0
66	84	1.0
68	82	4.0
71	84	2.0
