10	36	74
10	4	23
36	2	49
4	41	15
4	56	7
36	57	2
2	29	4
2	33	46
29	20	19
4	48	6
20	59	15
57	49	1
59	62	5
36	17	6
57	32	3
17	15	1
57	40	6
15	54	7
62	14	1
59	19	3
20	46	3
49	61	2
4	39	2
2	27	1
20	1	6
15	52	1
46	16	1
40	18	13
14	3	5
48	13	1
15	45	8
62	35	7
54	9	6
10	31	4
27	47	1
40	58	4
46	50	2
48	5	2
32	30	4
4	0	4
58	53	7
4	26	1
32	28	1
52	63	6
16	24	8
18	34	6
63	51	1
14	42	4
52	8	1
62	12	2
16	23	1
54	44	8
18	38	1
50	37	2
17	60	1
19	55	3
45	64	3
49	7	3
64	21	6
32	11	1
50	22	1
11	6	1
28	25	2
29	43	6
