63	7	54
63	23	25
63	65	5
63	10	17
63	6	15
63	54	6
63	32	1
63	24	1
63	35	2
63	29	1
7	55	5
7	11	3
7	34	1
23	5	1
23	62	1
61	25	1
15	8	2
15	24	2
15	40	2
65	25	3
10	20	5
10	26	3
18	47	3
18	12	1
42	30	1
42	60	2
9	31	5
4	33	1
4	62	1
4	71	3
0	58	1
0	72	3
0	53	1
6	45	2
6	64	1
6	47	5
6	53	1
60	56	3
60	52	3
60	26	3
46	57	7
71	69	3
41	1	7
56	21	3
56	2	3
57	5	1
58	13	1
58	73	1
28	5	3
2	48	1
44	31	4
44	26	3
44	51	3
39	38	1
3	13	3
54	68	1
36	51	3
32	43	2
45	22	7
72	27	1
68	14	3
74	13	1
37	62	6
1	66	5
1	70	1
26	16	2
27	67	4
19	35	3
49	70	5
62	70	1
17	70	1
59	16	1
38	34	3
50	21	3
